"seqnames"	"start"	"end"	"width"	"strand"	"Conc"	"Conc_control"	"Conc_treated"	"Fold"	"p.value"	"FDR"	"BL615"	"BL616"	"BL617"	"BL618"	"BL611"	"BL612"	"BL613"	"BL614"
"137"	"14"	89683952	89684102	151	"*"	3.22230983719651	3.62157440711068	2.6683851007377	0.0161897376903625	0.032412108484599	0.999980205328981	13.6	15.89	12.5	7.25	3.79	6.63	7.8	7.22
"138"	"4"	41226848	41226998	151	"*"	3.56300208897009	3.04040631025063	3.9458151692471	-0.0168983584495787	0.0326865684165078	0.999980205328981	13.6	10.92	1.14	7.25	14.2	18.94	8.91	19.59
"139"	"X"	97214308	97214458	151	"*"	0.465657245917489	0	1.32976779145871	-0.00536019016503495	0.0331261423548745	0.999980205328981	0	0.99	0	0	0	5.68	3.34	1.03
"140"	"16"	70725712	70725862	151	"*"	0	0	0.968289157641802	-0.00473753413619446	0.0332817952649292	0.999980205328981	0	0	0	0	3.79	1.89	1.11	1.03
"141"	"LVXM01048374.1"	689	839	151	"*"	5.03529951454727	4.77127888101803	5.25839597169884	-0.0212451250544899	0.0333986604115462	0.999980205328981	29.13	20.85	37.49	21.76	41.66	44.52	26.73	40.2
"142"	"X"	11955959	11956109	151	"*"	0.879660651869398	1.67146470347271	0	0.00610816450992198	0.0339046799159523	0.999980205328981	0.97	4.97	2.27	4.53	0	0.95	0	1.03
"143"	"8"	79348893	79349043	151	"*"	1.1760266797142	0	1.90247758045163	-0.00709565740164821	0.0339713343177356	0.999980205328981	0	1.99	1.14	0	7.57	1.89	4.45	1.03
"144"	"9"	102111935	102112085	151	"*"	1.50918128399299	0.290269539768398	2.16030724575599	-0.00886309363937725	0.0342836784910885	0.999980205328981	1.94	0	1.14	1.81	7.57	2.84	3.34	4.12
"145"	"5"	434511	434661	151	"*"	2.86942839129873	3.30255239876618	2.24759809259904	0.0146524525616619	0.0343870936085037	0.999980205328981	9.71	10.92	7.95	10.88	5.68	3.79	3.34	6.19
"146"	"7"	7730119	7730269	151	"*"	1.52377973510939	0.356368948495332	2.16049050311655	-0.00888990906868283	0.0345829676534412	0.999980205328981	1.94	0	2.27	0.91	3.79	5.68	2.23	6.19
"147"	"6"	120061948	120062098	151	"*"	4.3435030909252	4.00025854576892	4.62057547264563	-0.0195101975954718	0.034735792443377	0.999980205328981	15.54	14.9	13.63	19.95	26.51	23.68	24.5	23.71
"148"	"3"	67802237	67802387	151	"*"	1.543606558059	2.20319805527239	0.293320047284236	0.00878167307499464	0.0348233997243237	0.999980205328981	4.86	1.99	7.95	3.63	0.95	2.84	1.11	0
"149"	"LVXM01048934.1"	8090	8240	151	"*"	3.8136955123037	4.13711364871225	3.39617118550848	0.0177847430974395	0.0349158664427828	0.999980205328981	22.34	17.88	10.22	19.95	9.47	12.31	10.02	10.31
"150"	"LVXM01047683.1"	61810	61960	151	"*"	3.91214375117421	4.2252697452103	3.51165812167102	0.0181532352505383	0.0349484797827475	0.999980205328981	17.48	22.84	18.18	16.32	8.52	10.42	12.25	14.43
"151"	"19"	43490462	43490612	151	"*"	3.23420358316521	3.6435477758832	2.66056073319486	0.0156265470439248	0.0349831992338906	0.999980205328981	12.62	14.9	12.5	9.97	10.42	7.58	1.11	6.19
"152"	"12"	70908233	70908383	151	"*"	1.32878724862764	0	2.01373604253463	-0.00802651954863927	0.0352603281674602	0.999980205328981	0	0.99	1.14	1.81	2.84	5.68	5.57	2.06
"153"	"14"	92282021	92282171	151	"*"	1.3153290375081	0	1.99895415780406	-0.00802729227376939	0.0354361664909594	0.999980205328981	0.97	0	1.14	1.81	3.79	3.79	2.23	6.19
"154"	"13"	78461213	78461363	151	"*"	1.34273573218148	2.02987656103382	0	0.00804338570117746	0.0355861095278078	0.999980205328981	2.91	2.98	6.82	3.63	0.95	0.95	0	2.06
"155"	"4"	86143420	86143570	151	"*"	1.51404361797045	2.16571376096617	0.29314091368741	0.00877119808481187	0.0356044902043753	0.999980205328981	6.8	2.98	4.54	3.63	2.84	0.95	1.11	0
"156"	"7"	62918163	62918313	151	"*"	2.05021321070829	1.14076992229639	2.60368136695885	-0.0110565640224219	0.0360784451814948	0.999980205328981	3.88	1.99	1.14	1.81	5.68	5.68	7.8	5.15
"157"	"LVXM01046542.1"	91	241	151	"*"	3.59625999738572	3.08417800589101	3.97342843141963	-0.0161619433306813	0.0361591732424952	0.999980205328981	16.51	9.93	1.14	6.35	17.04	19.89	15.59	10.31
"158"	"12"	19910436	19910586	151	"*"	1.34501989666667	0	2.03583281187757	-0.00786225382438558	0.0362302369664315	0.999980205328981	0.97	0	1.14	1.81	5.68	0.95	6.68	3.09
"159"	"15"	14384506	14384656	151	"*"	1.49443215464132	2.13378304449139	0.317763546410285	0.00877335201136745	0.0363770360246282	0.999980205328981	3.88	5.96	2.27	5.44	0.95	1.89	1.11	1.03
"160"	"10"	138125550	138125700	151	"*"	1.54236673700387	2.16858109442378	0.411023495920292	0.00876571050631935	0.0365946495821498	0.999980205328981	3.88	2.98	5.68	5.44	0.95	0	3.34	1.03
"161"	"9"	127367545	127367695	151	"*"	1.70510068285271	2.32685401265842	0.588739936976733	0.00920750593005939	0.0366303011359977	0.999980205328981	5.83	1.99	6.82	5.44	0	3.79	2.23	0
"162"	"14"	76944424	76944574	151	"*"	1.08433507891807	0	1.81683863692494	-0.00703634398257934	0.03685404085493	0.999980205328981	0.97	0.99	0	0.91	2.84	4.74	4.45	2.06
"163"	"X"	164125587	164125737	151	"*"	0.39824081023008	0	1.26852196501641	-0.0051711682345243	0.0369713865164882	0.999980205328981	0	0	0	0.91	3.79	4.74	1.11	0
"164"	"7"	114802385	114802535	151	"*"	2.667173203129	2.00751342574531	3.11815735685155	-0.0133556009723054	0.0370177496678585	0.999980205328981	3.88	1.99	5.68	4.53	11.36	9.47	6.68	7.22
"165"	"LVXM01049472.1"	471	621	151	"*"	3.02381311824933	3.43945208673693	2.43764692631794	0.0147058037174895	0.0371007393232927	0.999980205328981	11.65	12.91	7.95	10.88	6.63	6.63	2.23	6.19
"166"	"LVXM01046067.1"	1656	1806	151	"*"	2.37462400554407	2.88046000825375	1.58888327856818	0.0121095886465925	0.0372092941198786	0.999980205328981	8.74	5.96	10.22	4.53	2.84	2.84	2.23	4.12
"167"	"3"	2311249	2311399	151	"*"	3.68728342288442	4.02014491717615	3.25383742146202	0.0168809265135528	0.0374206588822309	0.999980205328981	16.51	21.85	10.22	16.32	10.42	9.47	10.02	8.25
"168"	"1"	128888469	128888619	151	"*"	3.1704995024048	3.59980052328342	2.55657979901896	0.0140277899212515	0.0375068587213595	0.999980205328981	1.94	10.92	19.31	16.32	6.63	2.84	8.91	5.15
"169"	"13"	116186329	116186479	151	"*"	3.51589223734533	3.8705126663991	3.04466531676188	0.0162925445227375	0.0376664916341234	0.999980205328981	18.45	11.92	13.63	14.51	5.68	11.37	6.68	9.28
"170"	"LVXM01047669.1"	14896	15046	151	"*"	4.75436917013306	4.47256437220972	4.9900210524693	-0.0198328227652652	0.0377046844867656	0.999980205328981	22.34	20.85	23.85	21.76	28.4	38.83	28.95	30.93
"171"	"LVXM01047217.1"	8903	9053	151	"*"	1.81551822642309	2.41130951942048	0.782535455647274	0.00982717791595487	0.0377711589738744	0.999980205328981	3.88	6.95	6.82	3.63	1.89	1.89	0	3.09
"172"	"LVXM01046788.1"	3374	3524	151	"*"	2.79918259039905	2.15874634437388	3.24117704706009	-0.0135757136280783	0.0379566387320332	0.999980205328981	6.8	1.99	4.54	4.53	8.52	14.21	8.91	6.19
"173"	"6"	137425183	137425333	151	"*"	1.85598466868383	2.45922788496686	0.799710188195199	0.00930631454912467	0.0381336233005259	0.999980205328981	2.91	10.92	0	8.16	2.84	0.95	1.11	2.06
"174"	"15"	70179381	70179531	151	"*"	1.11231786363098	1.8450444248906	0	0.00690062413619921	0.0386523238272984	0.999980205328981	1.94	1.99	6.82	3.63	0.95	0.95	0	1.03
"175"	"1"	147909304	147909454	151	"*"	3.03505030497253	3.44537634944595	2.45946480455172	0.0144050472114825	0.0386606539027883	0.999980205328981	8.74	11.92	10.22	12.69	8.52	4.74	6.68	2.06
"176"	"10"	24776963	24777113	151	"*"	1.15164461728773	1.85125614245314	0	0.00686049568073129	0.0386836458942853	0.999980205328981	3.88	3.97	1.14	5.44	0	0	3.34	0
"177"	"2"	99288486	99288636	151	"*"	1.09157730057352	1.81157285729165	0	0.00695128845069118	0.0389462532664994	0.999980205328981	3.88	1.99	4.54	3.63	0.95	0.95	1.11	0
"178"	"4"	44855208	44855358	151	"*"	2.02892628233629	1.11585551832413	2.58370809157939	-0.0105995780019193	0.039081143507906	0.999980205328981	2.91	0.99	1.14	3.63	6.63	7.58	6.68	3.09
"179"	"6"	23566391	23566541	151	"*"	2.61811201523718	3.07296940334223	1.95005265581595	0.0127227024141313	0.0393612492344709	0.999980205328981	6.8	8.94	7.95	9.97	4.73	0.95	6.68	3.09
"180"	"13"	13852964	13853114	151	"*"	0.311844772855332	0	1.17372502568519	-0.00522149931357855	0.0395055260990059	0.999980205328981	0	0	0	0.91	2.84	1.89	2.23	2.06
"181"	"8"	61309875	61310025	151	"*"	0.333079564723336	0	1.18688745445659	-0.00520480205538851	0.0395450892653317	0.999980205328981	0.97	0	0	0	2.84	1.89	3.34	1.03
"182"	"17"	43188417	43188567	151	"*"	0.830632290220433	1.61467339105779	0	0.00587112806473698	0.0395652117405769	0.999980205328981	2.91	2.98	4.54	1.81	0	0.95	0	1.03
"183"	"LVXM01045998.1"	225	375	151	"*"	2.48119909635311	1.70664763621187	2.98243915102517	-0.0115921231958892	0.0401643675463833	0.999980205328981	4.86	2.98	3.41	1.81	0.95	11.37	10.02	9.28
"184"	"17"	44284567	44284717	151	"*"	2.74775270072512	2.0848700598125	3.20022688607795	-0.0129522738769662	0.0402452038807768	0.999980205328981	0.97	3.97	5.68	6.35	7.57	5.68	11.14	12.37
"185"	"LVXM01046643.1"	3405	3555	151	"*"	2.92136499349292	2.33766910341712	3.33576877019819	-0.013822992840395	0.0403000233669749	0.999980205328981	6.8	2.98	6.82	3.63	9.47	8.52	10.02	12.37
"186"	"6"	146508176	146508326	151	"*"	2.41372357267546	1.65913875324329	2.90663611959416	-0.0119155815005815	0.0404691802963167	0.999980205328981	1.94	2.98	2.27	5.44	10.42	6.63	7.8	5.15
"187"	"1"	31303583	31303733	151	"*"	1.47659011729384	0.296722620999143	2.11684821072358	-0.00842147510175052	0.0405188738200048	0.999980205328981	0.97	0.99	1.14	1.81	4.73	2.84	6.68	3.09
"188"	"X"	173063601	173063751	151	"*"	4.39890195535675	4.07681830538722	4.66204005526146	-0.0182295733971376	0.0405442436602444	0.999980205328981	18.45	18.87	14.77	15.41	30.3	31.26	21.16	18.56
"189"	"10"	56517414	56517564	151	"*"	1.87409623774724	0.811572857291649	2.47931188512068	-0.0091675060165512	0.0406537587529896	0.999980205328981	1.94	0.99	2.27	1.81	2.84	0.95	13.36	5.15
"190"	"7"	97869440	97869590	151	"*"	1.83224689298842	2.405434954335	0.867004385762311	0.00956808875745468	0.0406827923055259	0.999980205328981	3.88	5.96	6.82	4.53	0.95	1.89	4.45	0
"191"	"13"	26617193	26617343	151	"*"	3.12043482151304	2.53631932241642	3.53504863342962	-0.0138862127820484	0.0407610260397646	0.999980205328981	3.88	2.98	9.09	7.25	7.57	10.42	21.16	7.22
"192"	"4"	48387882	48388032	151	"*"	3.38421050222266	3.74906235610682	2.89466736449361	0.0152566204089488	0.0408541279842725	0.999980205328981	13.6	10.92	10.22	19.04	9.47	7.58	4.45	8.25
"193"	"4"	39970331	39970481	151	"*"	2.6352970143004	3.08737216685394	1.97327849392463	0.0124345474339409	0.0410221871264749	0.999980205328981	5.83	10.92	9.09	8.16	2.84	0.95	7.8	4.12
"194"	"LVXM01046472.1"	5373	5523	151	"*"	2.88550135819652	3.32333717515737	2.25383207952562	0.0131749236281305	0.0410950147622657	0.999980205328981	17.48	8.94	9.09	4.53	3.79	6.63	5.57	3.09
"195"	"16"	14089333	14089483	151	"*"	2.20829524366478	2.74149800431216	1.35328589293007	0.0106692809485614	0.041144096166193	0.999980205328981	2.91	7.94	11.36	4.53	3.79	0.95	4.45	1.03
"196"	"LVXM01048586.1"	9430	9580	151	"*"	4.45411949141318	4.14277968708127	4.71005161669387	-0.0183103612942005	0.0412049140241988	0.999980205328981	15.54	20.85	17.04	17.23	26.51	33.15	23.39	21.65
"197"	"15"	50863041	50863191	151	"*"	0.815704515721957	0	1.59896350774492	-0.00572995610286214	0.0413305212478471	0.999980205328981	0.97	0.99	0	0	0.95	3.79	2.23	5.15
"198"	"X"	81152106	81152256	151	"*"	0.314853797045183	1.15707475244617	0	0.0051631619479208	0.0413612499628158	0.999980205328981	1.94	1.99	2.27	2.72	0	0	0	1.03
"199"	"3"	47749903	47750053	151	"*"	0.324526723950937	1.18129325666299	0	0.00512989891060641	0.0414397602065617	0.999980205328981	2.91	2.98	2.27	0.91	0.95	0	0	0
"200"	"14"	113036877	113037027	151	"*"	1.45918152727687	0.315549587120141	2.08901028206924	-0.00839018382112684	0.041544576573367	0.999980205328981	1.94	0.99	1.14	0.91	3.79	4.74	3.34	5.15
"201"	"19"	35322368	35322518	151	"*"	1.4699502692903	0.315549587120141	2.10291381327068	-0.00835427587879421	0.0416131497616657	0.999980205328981	1.94	0.99	1.14	0.91	5.68	2.84	5.57	3.09
"202"	"13"	20260479	20260629	151	"*"	1.50007044916686	2.14792583660218	0.293051338547447	0.00811806133602676	0.041640250008622	0.999980205328981	3.88	7.94	2.27	3.63	3.79	0	1.11	0
"203"	"18"	94152887	94153037	151	"*"	0.346952210056173	1.20599191995094	0	0.00508025071767867	0.0418590065829935	0.999980205328981	0.97	0.99	4.54	2.72	0	0.95	0	0
"204"	"10"	100541913	100542063	151	"*"	2.74918270418827	3.19391692456403	2.10292750038279	0.0126684611576349	0.0421537995611972	0.999980205328981	9.71	11.92	6.82	8.16	1.89	7.58	6.68	1.03
"205"	"5"	446682	446832	151	"*"	2.45508630494424	2.94500226234249	1.70759143024045	0.0115603721372562	0.0421950840142114	0.999980205328981	3.88	6.95	9.09	10.88	2.84	1.89	1.11	7.22
"206"	"X"	41832080	41832230	151	"*"	0.791998805450615	1.55961933352908	0	0.00574985601257517	0.0423171795156025	0.999980205328981	2.91	2.98	2.27	3.63	0	0.95	1.11	0
"207"	"LVXM01048629.1"	2798	2948	151	"*"	1.78545845398198	0.829233222030777	2.35552914319219	-0.00933658756150406	0.042453726528543	0.999980205328981	1.94	1.99	2.27	0.91	8.52	6.63	2.23	3.09
"208"	"6"	68439845	68439995	151	"*"	2.48727412494411	1.78105828161707	2.95931917053066	-0.0120600072341583	0.0425903966708969	0.999980205328981	2.91	1.99	3.41	5.44	7.57	8.52	7.8	7.22
"209"	"5"	16047438	16047588	151	"*"	1.62593257830282	2.23585084132076	0.548365684700672	0.00885210057769288	0.0426858988580556	0.999980205328981	4.86	6.95	3.41	3.63	1.89	1.89	0	2.06
"210"	"10"	86129351	86129501	151	"*"	2.50253459381213	2.96918395453017	1.80845539248886	0.011988296967372	0.0429011068618744	0.999980205328981	5.83	8.94	5.68	10.88	2.84	3.79	2.23	5.15
"211"	"5"	157624447	157624597	151	"*"	2.71023068624857	3.16001086771296	2.05316736834723	0.0127221685604306	0.0430074755144531	0.999980205328981	9.71	9.93	7.95	8.16	6.63	4.74	1.11	4.12
"212"	"LVXM01046542.1"	3977	4127	151	"*"	2.36931530009224	1.60949896619051	2.86442558181862	-0.011129567922449	0.0430778598589211	0.999980205328981	4.86	0.99	4.54	1.81	8.52	8.52	10.02	2.06
"213"	"10"	31873367	31873517	151	"*"	0.789537957229118	1.57699352514328	0	0.00566163072029136	0.0431192262082834	0.999980205328981	2.91	1.99	3.41	3.63	0	1.89	0	0
"214"	"18"	76365794	76365944	151	"*"	3.34118412562572	3.71494712623019	2.83538856917386	0.0145353008968862	0.0433597402398591	0.999980205328981	12.62	12.91	7.95	19.04	6.63	12.31	4.45	5.15
"215"	"15"	15288134	15288284	151	"*"	2.53883695123187	1.85150918554853	3.00245622842717	-0.011748443200787	0.0433911532302187	0.999980205328981	2.91	1.99	6.82	2.72	13.26	4.74	8.91	5.15
"216"	"LVXM01049421.1"	10878	11028	151	"*"	4.93736934530106	5.15753661486336	4.6774443974649	0.0189369789764356	0.043407341542744	0.999980205328981	35.93	36.74	23.85	46.24	22.72	30.31	25.61	23.71
"217"	"X"	109659796	109659946	151	"*"	0.40284796956019	1.26754967868324	0	0.00490984732918697	0.0435479732818807	0.999980205328981	0.97	2.98	5.68	0	0.95	0	0	0
"218"	"LVXM01048970.1"	-1	149	151	"*"	0.781343897558268	1.56749453180549	0	0.00563928513377754	0.043627469956893	0.999980205328981	3.88	2.98	2.27	2.72	0	1.89	0	0
"219"	"3"	79644157	79644307	151	"*"	1.9116525114492	1.03181197354566	2.45423003054321	-0.00983615906016769	0.0436548805446106	0.999980205328981	0.97	1.99	3.41	1.81	5.68	5.68	3.34	7.22
"220"	"3"	58904290	58904440	151	"*"	1.45968350731225	2.10307978445063	0.26867977868334	0.00818413070664225	0.0436555997465739	0.999980205328981	2.91	4.97	5.68	3.63	1.89	1.89	0	1.03
"221"	"7"	92013234	92013384	151	"*"	0.77654884763754	1.55170091107793	0	0.00565075647459961	0.0440150769684452	0.999980205328981	1.94	2.98	2.27	4.53	0.95	0	0	1.03
"222"	"2"	87343544	87343694	151	"*"	2.30063273472408	1.53128388585725	2.79971863234645	-0.0112237968667624	0.044207512833041	0.999980205328981	2.91	2.98	1.14	4.53	7.57	8.52	5.57	6.19
"223"	"12"	66071746	66071896	151	"*"	0.348409473786658	0	1.20040514249409	-0.00491441776145279	0.0443168415417994	0.999980205328981	0	0.99	0	0	0	2.84	2.23	4.12
"224"	"1"	103978850	103979000	151	"*"	1.47549900495439	0.386588865631189	2.0889209123854	-0.00817333070108159	0.0443641987012563	0.999980205328981	0.97	1.99	2.27	0	3.79	5.68	4.45	3.09
"225"	"3"	163611714	163611864	151	"*"	1.27556601981188	1.95380689517838	0	0.0072803709813772	0.0445931102402453	0.999980205328981	1.94	1.99	3.41	8.16	1.89	0.95	0	1.03
"226"	"5"	48759095	48759245	151	"*"	1.29844768762579	1.96704621846344	0.0138030161415169	0.00729298732182438	0.0447305791579977	0.999980205328981	1.94	0.99	4.54	8.16	0.95	0.95	1.11	1.03
"227"	"17"	66166750	66166900	151	"*"	0.308805405796988	0	1.13315484819779	-0.00496540651676748	0.0447518380224631	0.999980205328981	0	0	1.14	0	2.84	3.79	1.11	1.03
"228"	"19"	9849704	9849854	151	"*"	3.17748953360178	3.56321920218043	2.64941484931507	0.0140021001695194	0.0448308301732381	0.999980205328981	14.57	10.92	13.63	8.16	4.73	6.63	4.45	9.28
"229"	"11"	8915264	8915414	151	"*"	1.91531789869769	2.48218210617578	0.968289157641802	0.00962132290046194	0.0449395887102645	0.999980205328981	2.91	6.95	7.95	4.53	3.79	1.89	1.11	1.03
"230"	"14"	91243937	91244087	151	"*"	2.49979049006022	2.95756521617141	1.82535706414026	0.0117493195293298	0.0449734687342741	0.999980205328981	6.8	7.94	4.54	11.79	3.79	2.84	4.45	3.09
"231"	"3"	55322653	55322803	151	"*"	2.31353374543045	1.56482363139847	2.80396481712687	-0.0111348454866812	0.0452078965289663	0.999980205328981	4.86	1.99	2.27	2.72	9.47	6.63	6.68	5.15
"232"	"LVXM01049241.1"	1785	1935	151	"*"	2.34805314823929	2.82611160433558	1.62813546637799	0.011086770883715	0.0454687774059978	0.999980205328981	4.86	6.95	5.68	10.88	2.84	1.89	5.57	2.06
"233"	"17"	99240138	99240288	151	"*"	3.83275196789857	4.15673359420006	3.41428540733164	0.01571704795962	0.0454757223353512	0.999980205328981	19.42	17.88	20.45	13.6	14.2	8.52	4.45	15.46
"234"	"X"	114829506	114829656	151	"*"	0.299713715344689	0	1.16036950336393	-0.00489553201879103	0.0455360286760454	0.999980205328981	0	0	0	0.91	0.95	4.74	2.23	1.03
"235"	"4"	134952081	134952231	151	"*"	0.284568002273807	0	1.13310480879087	-0.00490294169323867	0.045950706977433	0.999980205328981	0.97	0	0	0	3.79	2.84	1.11	1.03
"236"	"9"	130940351	130940501	151	"*"	1.46736498830448	2.10596987674718	0.293320047284236	0.00794168871818021	0.0463146433841087	0.999980205328981	3.88	1.99	6.82	4.53	0.95	2.84	1.11	0
"237"	"7"	12863992	12864142	151	"*"	2.55715721840872	3.02435901894276	1.86184216003133	0.0117563846832153	0.0463652567190214	0.999980205328981	9.71	6.95	6.82	9.07	6.63	4.74	1.11	2.06
"238"	"16"	39051958	39052108	151	"*"	1.48449124795728	0.402062827755191	2.09591553115584	-0.00798080424493334	0.046382068426859	0.999980205328981	0.97	0	3.41	0.91	3.79	5.68	5.57	2.06
"239"	"9"	15389535	15389685	151	"*"	0.274980879714681	0	1.13310480879087	-0.00487805873935463	0.0464389558478098	0.999980205328981	0	0	0	0.91	3.79	2.84	1.11	1.03
"240"	"4"	18925146	18925296	151	"*"	2.14361738944442	1.33431216685471	2.65896994486401	-0.0102611542240895	0.0465935306610548	0.999980205328981	1.94	4.97	2.27	0.91	3.79	6.63	5.57	9.28
"241"	"LVXM01047446.1"	347	497	151	"*"	1.30423269861133	1.9512391507166	0.100280194456019	0.00722828873117659	0.0466423076709678	0.999980205328981	5.83	3.97	1.14	4.53	0	0.95	3.34	0
"242"	"12"	96865890	96866040	151	"*"	0.32099470756819	0	1.17350781751981	-0.00481584676435459	0.046832888478529	0.999980205328981	0.97	0	0	0	3.79	1.89	3.34	0
"243"	"4"	156571613	156571763	151	"*"	3.23153209752635	3.60534528275736	2.72564420622269	0.0139107390161516	0.046856461713661	0.999980205328981	11.65	10.92	17.04	9.07	4.73	6.63	8.91	6.19
"244"	"18"	12146413	12146563	151	"*"	1.88519951809181	2.44136690722152	0.968289157641802	0.00950399141487454	0.0469516686215089	0.999980205328981	3.88	6.95	4.54	6.35	3.79	1.89	1.11	1.03
"245"	"1"	208601015	208601165	151	"*"	1.0464065025972	0	1.75588366732541	-0.00634872428064171	0.0470872879520738	0.999980205328981	0.97	0	1.14	0.91	5.68	4.74	0	3.09
"246"	"2"	92294752	92294902	151	"*"	1.27696820576841	1.95555920966706	0	0.00723479074097504	0.0470900649485159	0.999980205328981	2.91	3.97	6.82	1.81	1.89	0.95	0	1.03
"247"	"X"	110999875	111000025	151	"*"	6.18946360323786	6.01211043176866	6.34738181768355	-0.0217895167044564	0.0472310917839995	0.999980205328981	59.24	70.51	52.25	76.16	93.74	66.3	79.07	86.59
"248"	"13"	91891593	91891743	151	"*"	1.26644640917562	1.92666446010775	0.0138030161415169	0.00730969592643736	0.0474065412973855	0.999980205328981	3.88	4.97	4.54	1.81	0.95	0.95	1.11	1.03
"249"	"7"	42706289	42706439	151	"*"	1.45359621487009	0.362533658661806	2.06767889180553	-0.00789120036981846	0.0475858020639924	0.999980205328981	0.97	0.99	2.27	0.91	5.68	3.79	1.11	6.19
"250"	"9"	17521017	17521167	151	"*"	0.777723604443461	1.56329495082557	0	0.00540070495815912	0.0476585557332351	0.999980205328981	2.91	5.96	1.14	1.81	0	1.89	0	0
"251"	"14"	30570584	30570734	151	"*"	0.321100619899752	0	1.14703433362396	-0.00479509347294614	0.0477904649030392	0.999980205328981	0	0	1.14	0	2.84	1.89	0	4.12
"252"	"3"	25774913	25775063	151	"*"	2.65567971554209	3.08779648151157	2.03593986894828	0.011882852047168	0.0478189893461992	0.999980205328981	8.74	8.94	4.54	11.79	1.89	4.74	6.68	3.09
"253"	"X"	82993899	82994049	151	"*"	0.785951721365727	1.5525502042014	0	0.00541908790209478	0.0478574755039743	0.999980205328981	6.8	1.99	1.14	1.81	0.95	0	1.11	0
